0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
2.6042,12,2
0,12,2
7.7546,12,2
0,12,2
0.86806,12,2
0,12,2
0,12,2
0,12,2
0,12,2
8.3333,12,2
0,12,2
3.0093,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
21.47,12,2
0,12,2
0,12,2
7.581,12,2
0.52083,12,2
1.9676,12,2
10.648,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
0,12,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
200,13,2
90.683,0,0
90.688,0,0
90.692,0,0
90.697,0,0
90.702,0,0
90.707,0,0
90.712,0,0
90.716,0,0
90.721,0,0
90.726,0,0
90.731,0,0
90.735,0,0
90.74,0,0
90.745,0,0
90.75,0,0
90.754,0,0
90.759,0,0
90.764,0,0
90.769,0,0
90.774,0,0
90.778,0,0
90.783,0,0
90.788,0,0
90.793,0,0
90.797,0,0
90.802,0,0
90.807,0,0
90.812,0,0
90.817,0,0
90.821,0,0
90.826,0,0
90.831,0,0
90.836,0,0
90.84,0,0
90.845,0,0
90.85,0,0
90.855,0,0
90.859,0,0
90.864,0,0
90.869,0,0
90.874,0,0
90.879,0,0
90.883,0,0
90.888,0,0
90.893,0,0
90.898,0,0
90.902,0,0
90.907,0,0
90.912,0,0
90.917,0,0
90.922,0,0
90.926,0,0
90.931,0,0
90.936,0,0
90.941,0,0
90.945,0,0
90.95,0,0
90.955,0,0
90.96,0,0
90.964,0,0
90.969,0,0
90.974,0,0
90.979,0,0
90.984,0,0
90.988,0,0
90.993,0,0
90.998,0,0
91.003,0,0
91.007,0,0
91.012,0,0
91.017,0,0
91.022,0,0
91.027,0,0
91.031,0,0
91.036,0,0
91.041,0,0
91.046,0,0
91.05,0,0
91.055,0,0
91.06,0,0
91.065,0,0
91.069,0,0
91.074,0,0
91.079,0,0
91.084,0,0
91.089,0,0
91.093,0,0
91.098,0,0
91.103,0,0
91.108,0,0
91.112,0,0
91.117,0,0
91.122,0,0
91.127,0,0
91.132,0,0
91.136,0,0
91.141,0,0
91.146,0,0
91.169,0,0
91.192,0,0
91.215,0,0
91.238,0,0
91.262,0,0
91.285,0,0
91.308,0,0
91.331,0,0
91.354,0,0
91.377,0,0
91.4,0,0
91.424,0,0
91.447,0,0
91.47,0,0
91.493,0,0
91.516,0,0
91.539,0,0
91.563,0,0
91.586,0,0
91.609,0,0
91.632,0,0
91.655,0,0
91.678,0,0
91.701,0,0
91.725,0,0
91.84,0,0
91.891,0,0
91.943,0,0
91.994,0,0
92.045,0,0
92.096,0,0
92.147,0,0
92.199,0,0
92.25,0,0
92.301,0,0
92.352,0,0
92.403,0,0
92.455,0,0
92.506,0,0
92.557,0,0
92.608,0,0
92.659,0,0
92.711,0,0
92.762,0,0
92.813,0,0
92.864,0,0
92.915,0,0
92.967,0,0
93.018,0,0
93.069,0,0
93.12,0,0
93.171,0,0
93.287,0,0
93.284,0,0
93.282,0,0
93.279,0,0
93.276,0,0
93.274,0,0
93.271,0,0
93.268,0,0
93.266,0,0
93.263,0,0
93.26,0,0
93.257,0,0
93.255,0,0
93.252,0,0
93.249,0,0
93.247,0,0
93.244,0,0
93.241,0,0
93.239,0,0
93.236,0,0
93.233,0,0
93.231,0,0
93.228,0,0
93.225,0,0
93.222,0,0
93.22,0,0
93.217,0,0
93.214,0,0
93.212,0,0
93.209,0,0
93.206,0,0
93.204,0,0
93.201,0,0
93.198,0,0
93.196,0,0
93.193,0,0
93.19,0,0
93.187,0,0
93.185,0,0
93.182,0,0
93.179,0,0
93.177,0,0
93.174,0,0
93.171,0,0
93.113,0,0
93.113,0,0
93.113,0,0
93.113,0,0
93.113,0,0
